No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
1,20120278,Vu Le,Duy,Female,19/10/2002,3957280662019
2,20120279,Truong Cao Hoang,Gia,Male,13/6/2002,4192163002019
3,20120281,Ngo Thanh,Hai,Female,21/11/2002,4084526722019
4,20120283,Huynh Phuc,Hau,Female,27/4/2002,4579322462019
5,20120284,Le Duc,Hau,Female,8/9/2002,4206028212019
6,20120288,Nguyen Trung,Hieu,Male,13/11/2002,4048618822019
7,20120289,Vo Minh,Hieu,Female,26/9/2002,4675747102019
8,20120290,Tran Khanh,Hoang,Male,5/1/2002,4683838822019
9,20120291,Ngo Phuc,Hoi,Female,9/11/2002,4507266122019
10,20120292,Pham Quoc,Hung,Male,8/9/2002,4352844642019
11,20120293,Vo Phi,Hung,Female,6/12/2002,4373399222019
12,20120294,Le Cong,Huu,Female,26/7/2002,4121732752019
13,20120295,Ngo Vo Quang,Huy,Male,13/4/2002,3794919552019
14,20120297,Nguyen Quang,Huy,Male,4/12/2002,3965160972019
15,20120298,Pham Bao,Huy,Male,27/5/2002,3956108372019
16,20120299,Cao Chanh,Khai,Female,8/12/2002,4363329742019
17,20120300,Tran Dinh,Khai,Male,21/7/2002,4236115532019
18,20120301,Nguyen Hoang,Khang,Female,3/5/2002,4216564272019
19,20120302,Nguyen Nhat,Khang,Male,17/12/2002,4248481062019
20,20120303,Pham Phuc An,Khang,Male,28/11/2002,4086258142019
21,20120304,Phan Tran,Khanh,Male,3/12/2002,4466198992019
22,20120305,Vo Thi Kieu,Khanh,Female,11/7/2002,4400731762019
23,20120306,Luong Huu,Khanh,Male,14/2/2002,4704979302019
24,20120307,Pham Gia,Khiem,Female,10/8/2002,4581835682019
25,20120308,Nguyen Hoang Dang,Khoa,Male,13/3/2002,4266081222019
26,20120310,Tra Nhu,Khuyen,Female,11/11/2002,4680163912019
27,20120311,Chau,Kiet,Female,19/3/2002,4627877782019
28,20120312,Le Tan,Kiet,Female,2/12/2002,4023711262019
29,20120313,Phan Tan,Kiet,Male,7/12/2002,4619010822019
30,20120314,Vo Tran Anh,Kiet,Male,10/10/2002,3923232032019
31,20120316,Nguyen Hoang,Lam,Female,28/6/2002,3863839222019
32,20120318,Nguyen Le My,Linh,Male,3/9/2002,3723687932019
33,20120319,Phan Duong,Linh,Female,21/1/2002,4239425862019
34,20120320,Phan Xuan,Loc,Female,23/10/2002,3856310712019
35,20120322,Dang Thien,Long,Female,3/3/2002,4558716202019
36,20120323,Nguyen Hoang,Long,Male,9/7/2002,3999073182019
37,20120324,Nguyen Thanh,Long,Male,22/5/2002,4086494782019
38,20120325,Ngo Thanh,Luc,Male,25/5/2002,4322105652019
39,20120326,Phan Phong,Luu,Male,18/4/2002,4145233792019
40,20120328,Hoang Duc Nhat,Minh,Male,17/7/2002,4683775922019
41,20120329,Le Quang,Minh,Female,9/3/2002,4520391002019
42,20120330,Pham Anh,Minh,Male,23/2/2002,4238400302019
43,20120331,Phan Tai Nhat,Minh,Female,5/6/2002,3849691102019
44,20120333,Lam Nguyen Ngoc,My,Male,10/6/2002,4391672972019
45,20120334,Ly Thanh,Nam,Male,16/9/2002,4603232602019
46,20120335,Cai Huu,Nghia,Female,7/4/2002,4305754362019
47,20120336,Dam Khanh,Nguyen,Male,28/3/2002,3807197532019
48,20120338,Le Trung,Nguyen,Female,25/8/2002,4689933872019
49,20120339,Nguyen Nhat,Nguyen,Male,9/2/2002,3980157972019
50,20120340,Tran Nhat,Nguyen,Male,21/11/2002,4342831712019
51,20120341,Phan Thien,Nhan,Female,21/4/2002,3787568702019
52,20120342,Tran Ky,Nhat,Female,7/10/2002,4099507302019
53,20120343,Tran Minh,Nhut,Male,31/8/2002,4471182362019
54,20120344,Vuong Tan,Phat,Male,11/7/2002,4342103882019
55,20120345,Pham Hoang,Phi,Male,21/10/2002,4571123342019
56,20120346,Ho Tran Thanh,Phong,Male,31/8/2002,4600121832019
57,20120347,Luong Vinh,Phu,Female,15/8/2002,3881499092019
58,20120348,Pham Tran Gia,Phu,Male,30/7/2002,4363170642019
59,20120349,Ngo Huu,Phuc,Female,26/12/2002,3808359882019
60,20120350,Nguyen Thi Hong,Phuc,Male,15/7/2002,3945735952019
61,20120351,Pham Huu,Phuc,Female,4/1/2002,4052670202019
62,20120352,Vu Hoang,Phuc,Male,17/3/2002,3809774322019
63,20120353,Huynh Huu,Phuoc,Male,20/11/2002,3793580552019
64,20120354,Dang Huynh Cuu,Quan,Female,22/7/2002,3889413502019
65,20120355,Dinh Minh,Quan,Male,30/11/2002,4411057032019
66,20120356,Le Minh,Quan,Female,20/10/2002,4706629352019
